"","Threshold","Ensembling","number_SVM","number_RDA","number_RF","mean_Accuracy","sd_Accuracy","mean_Sensitivity","sd_Sensitivity","mean_Specificity","sd_Specificity"
"1735",0.6,"Rank averaging",3,3,2,91.5768408355721,2.92550456211069,64.2857142857143,30.3045763365663,92.2301645674359,3.72341094901715
"1940",0.35,"Rank averaging",7,3,0,70.9468720872855,12.2354789266119,78.5714285714286,30.3045763365663,70.7731911372621,13.2424061163648
"433",0.6,"Rank averaging",7,0,0,91.4030374472285,1.7523562974742,64.2857142857143,30.3045763365663,92.0520364070975,2.52236306978377
"2297",0.35,"Rank averaging",4,4,2,81.0389824003509,11.2065511360153,71.4285714285714,40.4061017820884,81.2758573135975,12.4346648498168
"1857",0.4,"Rank averaging",5,3,2,81.0291134382367,9.80156458246521,71.4285714285714,40.4061017820884,81.2655143881585,10.9963328158228
"1167",0.55,"Rank averaging",2,2,2,91.2522616371512,3.85750999112131,64.2857142857143,30.3045763365663,91.8980417394502,4.67742326986964
"1754",0.5,"Rank averaging",4,3,0,80.8651790120072,10.0334028713788,71.4285714285714,40.4061017820884,81.0977291532592,11.2336169705834
"2194",0.45,"Rank averaging",3,4,0,80.7111135478919,11.6702277138426,71.4285714285714,40.4061017820884,80.9402868437988,12.9092331593379
"2445",0.4,"Rank averaging",7,4,0,80.7012445857777,10.2652411602925,71.4285714285714,40.4061017820884,80.9299439183598,11.470901125344
"1478",0.35,"Rank averaging",7,2,2,80.6749273534733,6.51861035082548,71.4285714285714,40.4061017820884,80.9023627838558,7.6353490346934
"2360",0.35,"Rank averaging",5,4,2,80.5373101595482,10.4970794492061,71.4285714285714,40.4061017820884,80.7621586834605,11.7081852801046
"1672",0.6,"Rank averaging",2,3,2,90.7604583584626,4.55302485786217,64.2857142857143,30.3045763365663,91.3946860347522,5.3892757341514
"2131",0.45,"Rank averaging",2,4,0,80.3832446954329,12.1339042916698,71.4285714285714,40.4061017820884,80.6047163740002,13.3838014688591
"1692",0.55,"Rank averaging",3,3,0,80.3799550413948,11.6655754404864,71.4285714285714,40.4061017820884,80.6012687321872,12.9043574575278
"1814",0.35,"Rank averaging",5,3,0,69.9501069137562,11.7531932553601,78.5714285714286,30.3045763365663,69.7526891606141,12.748334999603
"1124",0.5,"Rank averaging",2,2,0,80.192993036899,8.61911177111647,71.4285714285714,40.4061017820884,80.4093500045969,9.78553353296912
"429",0.4,"Rank averaging",7,0,0,80.0093206864411,6.04097695292986,71.4285714285714,40.4061017820884,80.2208789188195,7.14615361974178
"1942",0.45,"Rank averaging",7,3,0,79.8749931465541,10.4877749024938,71.4285714285714,40.4061017820884,80.0841224602372,11.6984338764843
"1946",0.65,"Rank averaging",7,3,0,90.0948516914304,4.07539145996655,64.2857142857143,30.3045763365663,90.7132021697159,4.90008031919978
"182",0.65,"Rank averaging",3,0,0,90.0915620373924,3.60706260878318,64.2857142857143,30.3045763365663,90.7097545279029,4.42063630786846
"2234",0.35,"Rank averaging",3,4,2,79.7242173364768,12.5929285961409,71.4285714285714,40.4061017820884,79.9301277925899,13.8534940765701
"1500",0.4,"Rank averaging",0,3,0,69.281210592686,10.8072310062812,78.5714285714286,30.3045763365663,69.0677576537648,11.7796955733201
"2256",0.4,"Rank averaging",4,4,0,79.5471242940951,10.9514514803211,71.4285714285714,40.4061017820884,79.7485519904385,12.1730021860054
"2319",0.4,"Rank averaging",5,4,0,79.543834640057,10.4831226291377,71.4285714285714,40.4061017820884,79.7451043486255,11.6935581746741
"50",0.35,"Rank averaging",1,0,0,69.2450243982674,5.65561364326408,78.5714285714286,10.1015254455221,69.0229383101958,5.54692342601289
"157",0.45,"Rank averaging",2,0,2,89.7636931849334,4.07073918661042,64.2857142857143,30.3045763365663,90.3741840581043,4.89520461738963
"1751",0.35,"Rank averaging",4,3,0,69.1304347826087,12.9123846999283,78.5714285714286,30.3045763365663,68.9137629861175,13.934755773406
"1877",0.35,"Rank averaging",6,3,0,69.1205658204945,11.5073981463781,78.5714285714286,30.3045763365663,68.9034200606785,12.496423739412
"2197",0.6,"Rank averaging",3,4,0,89.6030484127419,4.77090632670741,64.2857142857143,30.3045763365663,90.2098464650179,5.61193278348154
"220",0.45,"Rank averaging",3,0,2,89.5898897965897,2.89759092197393,64.2857142857143,30.3045763365663,90.1960558977659,3.69415673815626
"1688",0.35,"Rank averaging",3,3,0,68.7959866220736,12.4394035753888,78.5714285714286,30.3045763365663,68.5712972326928,13.4504360602645
"1441",0.6,"Rank averaging",7,2,0,89.2653105981688,3.82959635098454,64.2857142857143,30.3045763365663,89.8639330697803,4.64816905900875
"1229",0.5,"Rank averaging",3,2,2,89.2620209441307,3.36126749980117,64.2857142857143,30.3045763365663,89.8604854279673,4.16872504767742
"1418",0.5,"Rank averaging",6,2,2,89.2587312900927,2.89293864861781,64.2857142857143,30.3045763365663,89.8570377861543,3.6892810363461
"2448",0.55,"Rank averaging",7,4,0,89.1079554800153,4.99809234226491,64.2857142857143,30.3045763365663,89.7030431185069,5.84434123643199
"346",0.45,"Rank averaging",5,0,2,89.0915072098251,2.65644808634806,64.2857142857143,30.3045763365663,89.6858049094419,3.44712117977536
"1625",0.35,"Rank averaging",2,3,0,68.4681177696146,12.903080153216,78.5714285714286,30.3045763365663,68.2357267628942,13.9250043697856
"1190",0.65,"Rank averaging",3,2,0,88.9341520916717,3.82494407762842,64.2857142857143,30.3045763365663,89.5249149581686,4.6432933571986
"1378",0.6,"Rank averaging",6,2,0,88.9308624376336,3.35661522644505,64.2857142857143,30.3045763365663,89.5214673163556,4.16384934586728
"181",0.6,"Rank averaging",3,0,0,88.7669280114041,3.58845351535867,64.2857142857143,30.3045763365663,89.3536820814563,4.40113350062786
"1734",0.55,"Rank averaging",3,3,2,88.6128625472888,5.2252783578224,64.2857142857143,30.3045763365663,89.1962397719959,6.07674968938241
"1820",0.65,"Rank averaging",5,3,0,88.6095728932507,4.75694950663903,64.2857142857143,30.3045763365663,89.192792130183,5.59730567805109
"432",0.55,"Rank averaging",7,0,0,88.4357695049071,3.58380124200255,64.2857142857143,30.3045763365663,89.0146639698446,4.39625779881771
"1252",0.6,"Rank averaging",4,2,0,88.2751247327156,4.28396838209953,64.2857142857143,30.3045763365663,88.8503263767583,5.11298596490963
"409",0.45,"Rank averaging",6,0,2,88.10461099841,3.57914896864642,64.2857142857143,30.3045763365663,88.675645858233,4.39138209700757
"995",0.35,"Rank averaging",0,2,0,67.4351664016668,7.26917711894718,78.5714285714286,30.3045763365663,67.1773007263032,8.15704912837934
"2322",0.55,"Rank averaging",5,4,0,87.9571248423707,6.15263151347689,64.2857142857143,30.3045763365663,88.5250988323986,7.02588630842476
"2385",0.55,"Rank averaging",6,4,0,87.9472558802566,4.74764495992678,64.2857142857143,30.3045763365663,88.5147559069596,5.58755427443079
"2134",0.6,"Rank averaging",2,4,0,87.7964800701793,6.85279865357389,64.2857142857143,30.3045763365663,88.3607612393123,7.74261447451668
